RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,TOT_COHORT,TOT_OVERALL,TOT_APPREN,TOT_EDUCATION,TOT_FE,TOT_HE,TOT_OTHER_EDU,TOT_EMPLOYMENT,TOT_NOT_SUSTAINED,TOT_NOT_CAPTURED,TOT_OVERALLPER,TOT_APPRENPER,TOT_EDUCATIONPER,TOT_FEPER,TOT_HEPER,TOT_OTHER_EDUPER,TOT_EMPLOYMENTPER,TOT_NOT_SUSTAINEDPER,TOT_NOT_CAPTUREDPER,TOT_COHORT_DIS,TOT_OVERALL_DIS,TOT_APPREN_DIS,TOT_EDUCATION_DIS,TOT_FE_DIS,TOT_HE_DIS,TOT_OTHER_EDU_DIS,TOT_EMPLOYMENT_DIS,TOT_NOT_SUSTAINED_DIS,TOT_NOT_CAPTURED_DIS,TOT_OVERALLPER_DIS,TOT_APPRENPER_DIS,TOT_EDUCATIONPER_DIS,TOT_FEPER_DIS,TOT_HEPER_DIS,TOT_OTHER_EDUPER_DIS,TOT_EMPLOYMENTPER_DIS,TOT_NOT_SUSTAINEDPER_DIS,TOT_NOT_CAPTUREDPER_DIS,TOT_COHORT_NONDIS,TOT_OVERALL_NONDIS,TOT_APPREN_NONDIS,TOT_EDUCATION_NONDIS,TOT_FE_NONDIS,TOT_HE_NONDIS,TOT_OTHER_EDU_NONDIS,TOT_EMPLOYMENT_NONDIS,TOT_NOT_SUSTAINED_NONDIS,TOT_NOT_CAPTURED_NONDIS,TOT_OVERALLPER_NONDIS,TOT_APPRENPER_NONDIS,TOT_EDUCATIONPER_NONDIS,TOT_FEPER_NONDIS,TOT_HEPER_NONDIS,TOT_OTHER_EDUPER_NONDIS,TOT_EMPLOYMENTPER_NONDIS,TOT_NOT_SUSTAINEDPER_NONDIS,TOT_NOT_CAPTUREDPER_NONDIS,L3_COHORT,L3_OVERALL,L3_APPREN,L3_EDUCATION,L3_FE,L3_HE,L3_OTHER_EDU,L3_EMPLOYMENT,L3_NOT_SUSTAINED,L3_NOT_CAPTURED,L3_OVERALLPER,L3_APPRENPER,L3_EDUCATIONPER,L3_FEPER,L3_HEPER,L3_OTHER_EDUPER,L3_EMPLOYMENTPER,L3_NOT_SUSTAINEDPER,L3_NOT_CAPTUREDPER,L3_COHORT_DIS,L3_OVERALL_DIS,L3_APPREN_DIS,L3_EDUCATION_DIS,L3_FE_DIS,L3_HE_DIS,L3_OTHER_EDU_DIS,L3_EMPLOYMENT_DIS,L3_NOT_SUSTAINED_DIS,L3_NOT_CAPTURED_DIS,L3_OVERALLPER_DIS,L3_APPRENPER_DIS,L3_EDUCATIONPER_DIS,L3_FEPER_DIS,L3_HEPER_DIS,L3_OTHER_EDUPER_DIS,L3_EMPLOYMENTPER_DIS,L3_NOT_SUSTAINEDPER_DIS,L3_NOT_CAPTUREDPER_DIS,L3_COHORT_NONDIS,L3_OVERALL_NONDIS,L3_APPREN_NONDIS,L3_EDUCATION_NONDIS,L3_FE_NONDIS,L3_HE_NONDIS,L3_OTHER_EDU_NONDIS,L3_EMPLOYMENT_NONDIS,L3_NOT_SUSTAINED_NONDIS,L3_NOT_CAPTURED_NONDIS,L3_OVERALLPER_NONDIS,L3_APPRENPER_NONDIS,L3_EDUCATIONPER_NONDIS,L3_FEPER_NONDIS,L3_HEPER_NONDIS,L3_OTHER_EDUPER_NONDIS,L3_EMPLOYMENTPER_NONDIS,L3_NOT_SUSTAINEDPER_NONDIS,L3_NOT_CAPTUREDPER_NONDIS,L2_COHORT,L2_OVERALL,L2_APPREN,L2_EDUCATION,L2_FE,L2_HE,L2_OTHER_EDU,L2_EMPLOYMENT,L2_NOT_SUSTAINED,L2_NOT_CAPTURED,L2_OVERALLPER,L2_APPRENPER,L2_EDUCATIONPER,L2_FEPER,L2_HEPER,L2_OTHER_EDUPER,L2_EMPLOYMENTPER,L2_NOT_SUSTAINEDPER,L2_NOT_CAPTUREDPER,L2_COHORT_DIS,L2_OVERALL_DIS,L2_APPREN_DIS,L2_EDUCATION_DIS,L2_FE_DIS,L2_HE_DIS,L2_OTHER_EDU_DIS,L2_EMPLOYMENT_DIS,L2_NOT_SUSTAINED_DIS,L2_NOT_CAPTURED_DIS,L2_OVERALLPER_DIS,L2_APPRENPER_DIS,L2_EDUCATIONPER_DIS,L2_FEPER_DIS,L2_HEPER_DIS,L2_OTHER_EDUPER_DIS,L2_EMPLOYMENTPER_DIS,L2_NOT_SUSTAINEDPER_DIS,L2_NOT_CAPTUREDPER_DIS,L2_COHORT_NONDIS,L2_OVERALL_NONDIS,L2_APPREN_NONDIS,L2_EDUCATION_NONDIS,L2_FE_NONDIS,L2_HE_NONDIS,L2_OTHER_EDU_NONDIS,L2_EMPLOYMENT_NONDIS,L2_NOT_SUSTAINED_NONDIS,L2_NOT_CAPTURED_NONDIS,L2_OVERALLPER_NONDIS,L2_APPRENPER_NONDIS,L2_EDUCATIONPER_NONDIS,L2_FEPER_NONDIS,L2_HEPER_NONDIS,L2_OTHER_EDUPER_NONDIS,L2_EMPLOYMENTPER_NONDIS,L2_NOT_SUSTAINEDPER_NONDIS,L2_NOT_CAPTUREDPER_NONDIS,LALLOTH_COHORT,LALLOTH_OVERALL,LALLOTH_APPREN,LALLOTH_EDUCATION,LALLOTH_FE,LALLOTH_HE,LALLOTH_OTHER_EDU,LALLOTH_EMPLOYMENT,LALLOTH_NOT_SUSTAINED,LALLOTH_NOT_CAPTURED,LALLOTH_OVERALLPER,LALLOTH_APPRENPER,LALLOTH_EDUCATIONPER,LALLOTH_FEPER,LALLOTH_HEPER,LALLOTH_OTHER_EDUPER,LALLOTH_EMPLOYMENTPER,LALLOTH_NOT_SUSTAINEDPER,LALLOTH_NOT_CAPTUREDPER,LALLOTH_COHORT_DIS,LALLOTH_OVERALL_DIS,LALLOTH_APPREN_DIS,LALLOTH_EDUCATION_DIS,LALLOTH_FE_DIS,LALLOTH_HE_DIS,LALLOTH_OTHER_EDU_DIS,LALLOTH_EMPLOYMENT_DIS,LALLOTH_NOT_SUSTAINED_DIS,LALLOTH_NOT_CAPTURED_DIS,LALLOTH_OVERALLPER_DIS,LALLOTH_APPRENPER_DIS,LALLOTH_EDUCATIONPER_DIS,LALLOTH_FEPER_DIS,LALLOTH_HEPER_DIS,LALLOTH_OTHER_EDUPER_DIS,LALLOTH_EMPLOYMENTPER_DIS,LALLOTH_NOT_SUSTAINEDPER_DIS,LALLOTH_NOT_CAPTUREDPER_DIS,LALLOTH_COHORT_NONDIS,LALLOTH_OVERALL_NONDIS,LALLOTH_APPREN_NONDIS,LALLOTH_EDUCATION_NONDIS,LALLOTH_FE_NONDIS,LALLOTH_HE_NONDIS,LALLOTH_OTHER_EDU_NONDIS,LALLOTH_EMPLOYMENT_NONDIS,LALLOTH_NOT_SUSTAINED_NONDIS,LALLOTH_NOT_CAPTURED_NONDIS,LALLOTH_OVERALLPER_NONDIS,LALLOTH_APPRENPER_NONDIS,LALLOTH_EDUCATIONPER_NONDIS,LALLOTH_FEPER_NONDIS,LALLOTH_HEPER_NONDIS,LALLOTH_OTHER_EDUPER_NONDIS,LALLOTH_EMPLOYMENTPER_NONDIS,LALLOTH_NOT_SUSTAINEDPER_NONDIS,LALLOTH_NOT_CAPTUREDPER_NONDIS
1,202,4688,100056,William Ellis School,VA,1,0,118,82,2,62,4,57,1,18,25,11,69%,2%,53%,3%,48%,1%,15%,21%,9%,69,46,SUPP,35,SUPP,33,SUPP,SUPP,17,6,67%,SUPP,51%,SUPP,48%,SUPP,SUPP,25%,9%,49,36,SUPP,27,SUPP,24,SUPP,SUPP,8,5,73%,SUPP,55%,SUPP,49%,SUPP,SUPP,16%,10%,98,77,1,60,4,56,0,16,14,7,79%,1%,61%,4%,57%,0%,16%,14%,7%,53,44,SUPP,34,SUPP,SUPP,0,SUPP,SUPP,SUPP,83%,SUPP,64%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,45,33,SUPP,26,SUPP,SUPP,0,SUPP,SUPP,SUPP,73%,SUPP,58%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,8,3,1,1,0,0,1,1,4,1,38%,13%,13%,0%,0%,13%,13%,50%,13%,6,SUPP,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,SUPP,12,2,0,1,0,1,0,1,7,3,17%,0%,8%,0%,8%,0%,8%,58%,25%,10,SUPP,0,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,2,SUPP,0,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP
3,202,4952,132838,LaSWAP Sixth Form,,NA,0,535,432,11,301,28,270,3,120,68,35,81%,2%,56%,5%,50%,1%,22%,13%,7%,221,171,4,136,SUPP,129,SUPP,31,35,15,77%,2%,62%,SUPP,58%,SUPP,14%,16%,7%,314,261,7,165,SUPP,141,SUPP,89,33,20,83%,2%,53%,SUPP,45%,SUPP,28%,11%,6%,493,416,5,298,28,269,1,113,52,25,84%,1%,60%,6%,55%,SP,23%,11%,5%,195,164,2,134,SUPP,SUPP,SUPP,28,22,9,84%,1%,69%,SUPP,SUPP,SUPP,14%,11%,5%,298,252,3,164,SUPP,SUPP,SUPP,85,30,16,85%,1%,55%,SUPP,SUPP,SUPP,29%,10%,5%,18,9,3,2,0,0,2,4,6,3,50%,17%,11%,0%,0%,11%,22%,33%,17%,11,4,SUPP,SUPP,0,0,SUPP,2,SUPP,SUPP,36%,SUPP,SUPP,0%,0%,SUPP,18%,SUPP,SUPP,7,5,SUPP,SUPP,0,0,SUPP,2,SUPP,SUPP,71%,SUPP,SUPP,0%,0%,SUPP,29%,SUPP,SUPP,24,7,3,1,0,1,0,3,10,7,29%,13%,4%,0%,4%,0%,13%,42%,29%,15,3,SUPP,SUPP,0,SUPP,0,1,SUPP,SUPP,20%,SUPP,SUPP,0%,SUPP,0%,7%,SUPP,SUPP,9,4,SUPP,SUPP,0,SUPP,0,2,SUPP,SUPP,44%,SUPP,SUPP,0%,SUPP,0%,22%,SUPP,SUPP
LA,202,,,,,,,5140,3729,138,2505,512,1958,35,1086,990,421,73%,3%,49%,10%,38%,1%,21%,19%,8%,2215,1540,60,1035,150,870,15,445,505,170,69%,3%,47%,7%,39%,1%,20%,23%,8%,2925,2190,80,1470,360,1085,20,645,485,250,75%,3%,50%,12%,37%,1%,22%,17%,9%,3755,3066,82,2243,287,1929,27,741,487,202,82%,2%,60%,8%,51%,1%,20%,13%,5%,1615,1300,35,965,100,860,10,300,240,80,80%,2%,60%,6%,53%,1%,18%,15%,5%,2140,1770,50,1275,190,1070,15,445,250,125,83%,2%,60%,9%,50%,1%,21%,12%,6%,599,325,26,124,104,15,5,175,198,76,54%,4%,21%,17%,3%,1%,29%,33%,13%,295,125,15,35,25,SUPP,SUPP,80,125,40,43%,4%,12%,9%,SUPP,SUPP,27%,43%,14%,305,200,15,90,80,SUPP,SUPP,95,75,35,65%,4%,29%,26%,SUPP,SUPP,32%,24%,11%,786,338,30,138,121,14,3,170,305,143,43%,4%,18%,15%,2%,SP,22%,39%,18%,305,115,15,35,25,SUPP,SUPP,65,140,50,37%,5%,11%,8%,SUPP,SUPP,22%,46%,17%,480,225,15,105,95,SUPP,SUPP,105,165,90,47%,3%,22%,20%,SUPP,SUPP,22%,34%,19%
1,213,6907,135242,Ark King Solomon Academy,AC,0,0,74,70,3,61,0,60,1,6,1,3,95%,4%,82%,0%,81%,1%,8%,1%,4%,40,39,SUPP,SUPP,0,SUPP,SUPP,4,SUPP,SUPP,98%,SUPP,SUPP,0%,SUPP,SUPP,10%,SUPP,SUPP,34,31,SUPP,SUPP,0,SUPP,SUPP,2,SUPP,SUPP,91%,SUPP,SUPP,0%,SUPP,SUPP,6%,SUPP,SUPP,71,68,3,61,0,60,1,4,1,2,96%,4%,86%,0%,85%,1%,6%,1%,3%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,213,6908,135676,Pimlico Academy,AC,0,0,81,68,2,56,0,55,1,10,8,5,84%,2%,69%,0%,68%,1%,12%,10%,6%,43,38,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,88%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP,38,30,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,79%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP,79,67,2,56,0,55,1,9,7,5,85%,3%,71%,0%,70%,1%,11%,9%,6%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,213,8028,130423,United Colleges Group,General Further Education College,0,0,1556,1044,47,618,308,309,1,379,361,151,67%,3%,40%,20%,20%,SP,24%,23%,10%,587,374,19,206,SUPP,127,SUPP,149,167,46,64%,3%,35%,SUPP,22%,SUPP,25%,28%,8%,969,670,28,412,SUPP,182,SUPP,230,194,105,69%,3%,43%,SUPP,19%,SUPP,24%,20%,11%,642,502,16,325,31,294,0,161,92,48,78%,2%,51%,5%,46%,0%,25%,14%,7%,271,213,7,139,SUPP,SUPP,0,67,46,12,79%,3%,51%,SUPP,SUPP,0%,25%,17%,4%,371,289,9,186,SUPP,SUPP,0,94,46,36,78%,2%,50%,SUPP,SUPP,0%,25%,12%,10%,436,284,16,159,150,9,0,109,112,40,65%,4%,36%,34%,2%,0%,25%,26%,9%,166,96,4,48,SUPP,SUPP,0,44,53,17,58%,2%,29%,SUPP,SUPP,0%,27%,32%,10%,270,188,12,111,SUPP,SUPP,0,65,59,23,70%,4%,41%,SUPP,SUPP,0%,24%,22%,9%,478,258,15,134,127,6,1,109,157,63,54%,3%,28%,27%,1%,SP,23%,33%,13%,150,65,8,19,16,SUPP,SUPP,38,68,17,43%,5%,13%,11%,SUPP,SUPP,25%,45%,11%,328,193,7,115,111,SUPP,SUPP,71,89,46,59%,2%,35%,34%,SUPP,SUPP,22%,27%,14%
1,213,4687,138312,Westminster City School,ACC,0,0,109,101,3,83,1,82,0,15,4,4,93%,3%,76%,1%,75%,0%,14%,4%,4%,30,28,SUPP,SUPP,SUPP,SUPP,0,6,SUPP,SUPP,93%,SUPP,SUPP,SUPP,SUPP,0%,20%,SUPP,SUPP,79,73,SUPP,SUPP,SUPP,SUPP,0,9,SUPP,SUPP,92%,SUPP,SUPP,SUPP,SUPP,0%,11%,SUPP,SUPP,106,99,3,83,1,82,0,13,3,4,93%,3%,78%,1%,77%,0%,12%,3%,4%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,213,4000,140884,Marylebone Boys' School,F,0,0,61,48,1,39,2,37,0,8,6,7,79%,2%,64%,3%,61%,0%,13%,10%,11%,22,18,SUPP,16,0,16,0,SUPP,2,2,82%,SUPP,73%,0%,73%,0%,SUPP,9%,9%,39,30,SUPP,23,2,21,0,SUPP,4,5,77%,SUPP,59%,5%,54%,0%,SUPP,10%,13%,61,48,1,39,2,37,0,8,6,7,79%,2%,64%,3%,61%,0%,13%,10%,11%,22,18,SUPP,16,0,16,0,SUPP,2,2,82%,SUPP,73%,0%,73%,0%,SUPP,9%,9%,39,30,SUPP,23,2,21,0,SUPP,4,5,77%,SUPP,59%,5%,54%,0%,SUPP,10%,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,4001,140939,Harris Westminster Sixth Form,F1619,0,0,292,249,13,216,2,206,8,20,25,18,85%,4%,74%,1%,71%,3%,7%,9%,6%,113,92,SUPP,SUPP,SUPP,SUPP,SUPP,7,SUPP,SUPP,81%,SUPP,SUPP,SUPP,SUPP,SUPP,6%,SUPP,SUPP,179,157,SUPP,SUPP,SUPP,SUPP,SUPP,13,SUPP,SUPP,88%,SUPP,SUPP,SUPP,SUPP,SUPP,7%,SUPP,SUPP,289,248,13,216,2,206,8,19,23,18,86%,4%,75%,1%,71%,3%,7%,8%,6%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,213,4004,145126,Harris Academy St John's Wood,AC,0,0,174,132,2,106,4,101,1,24,27,15,76%,1%,61%,2%,58%,1%,14%,16%,9%,86,68,SUPP,54,SUPP,52,SUPP,SUPP,15,3,79%,SUPP,63%,SUPP,60%,SUPP,SUPP,17%,3%,88,64,SUPP,52,SUPP,49,SUPP,SUPP,12,12,73%,SUPP,59%,SUPP,56%,SUPP,SUPP,14%,14%,170,131,2,106,4,101,1,23,27,12,77%,1%,62%,2%,59%,1%,14%,16%,7%,84,SUPP,SUPP,54,SUPP,52,SUPP,SUPP,15,SUPP,SUPP,SUPP,64%,SUPP,62%,SUPP,SUPP,18%,SUPP,86,SUPP,SUPP,52,SUPP,49,SUPP,SUPP,12,SUPP,SUPP,SUPP,60%,SUPP,57%,SUPP,SUPP,14%,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,213,4628,138313,The Grey Coat Hospital,ACC,0,0,150,139,3,116,11,104,1,20,5,6,93%,2%,77%,7%,69%,1%,13%,3%,4%,33,29,SUPP,23,SUPP,SUPP,SUPP,SUPP,1,3,88%,SUPP,70%,SUPP,SUPP,SUPP,SUPP,3%,9%,117,110,SUPP,93,SUPP,SUPP,SUPP,SUPP,4,3,94%,SUPP,79%,SUPP,SUPP,SUPP,SUPP,3%,3%,146,137,1,116,11,104,1,20,4,5,94%,1%,79%,8%,71%,1%,14%,3%,3%,32,28,SUPP,23,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,88%,SUPP,72%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,114,109,SUPP,93,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,96%,SUPP,82%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,213,4673,137353,The St Marylebone CofE School,ACC,0,0,152,130,2,97,14,82,1,31,11,11,86%,1%,64%,9%,54%,1%,20%,7%,7%,22,18,SUPP,12,SUPP,10,SUPP,SUPP,2,2,82%,SUPP,55%,SUPP,45%,SUPP,SUPP,9%,9%,130,112,SUPP,85,SUPP,72,SUPP,SUPP,9,9,86%,SUPP,65%,SUPP,55%,SUPP,SUPP,7%,7%,149,128,2,96,14,81,1,30,11,10,86%,1%,64%,9%,54%,1%,20%,7%,7%,21,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,10%,SUPP,128,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,7%,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
